url,is_phishing,hostname,api_scanned_url,risk_score,score_threshold,predicted_is_phishing,matched_ground_truth,api_error
https://pub-67936c280e6c4f24ae25f987a733c053.r2.dev/ivealwaysbeenafraidthatthismomentgonnacomeandiwouldntkhnowhowtohandleitimsoconfused.html,1,pub-67936c280e6c4f24ae25f987a733c053.r2.dev,https://pub-67936c280e6c4f24ae25f987a733c053.r2.dev/ivealwaysbeenafraidthatthismomentgonnacomeandiwouldntkhnowhowtohandleitimsoconfused.html,17.00,50.0,false,false,
https://jaodpeozix.firebaseapp.com/,1,jaodpeozix.firebaseapp.com,https://jaodpeozix.firebaseapp.com/,3.53,50.0,false,false,
https://louuiscahuf.com/,1,louuiscahuf.com,https://louuiscahuf.com/,9.00,50.0,false,false,
https://case100985610961296312610.firebaseapp.com/,1,case100985610961296312610.firebaseapp.com,https://case100985610961296312610.firebaseapp.com/,3.53,50.0,false,false,
visualturk.net,0,visualturk.net,http://visualturk.net/,0.00,50.0,false,true,
polene-paris.com,0,polene-paris.com,http://polene-paris.com/,0.00,50.0,false,true,
https://dhgfdsgynthfgds.weebly.com/,1,dhgfdsgynthfgds.weebly.com,https://dhgfdsgynthfgds.weebly.com/,4.29,50.0,false,false,
https://trezor-walleett.blogspot.com/,1,trezor-walleett.blogspot.com,https://trezor-walleett.blogspot.com/,5.45,50.0,false,false,
https://flowcv.me/bt-broadband3242ws,1,flowcv.me,https://flowcv.me/bt-broadband3242ws,3.00,50.0,false,false,
liveact-vault.com,0,liveact-vault.com,http://liveact-vault.com/,7.06,50.0,false,true,
mexhandcraft.com,0,mexhandcraft.com,http://mexhandcraft.com/,0.00,50.0,false,true,
broadwaymerchandiseshop.com,0,broadwaymerchandiseshop.com,http://broadwaymerchandiseshop.com/,0.00,50.0,false,true,
https://swdagans0n1t3amsupp057coationseerv001centradmsectrewdarat1v3.weebly.com/,1,swdagans0n1t3amsupp057coationseerv001centradmsectrewdarat1v3.weebly.com,https://swdagans0n1t3amsupp057coationseerv001centradmsectrewdarat1v3.weebly.com/,3.00,50.0,false,false,
tomelloso.es,0,tomelloso.es,http://tomelloso.es/,14.12,50.0,false,true,
https://aditivosforte.com/all.html,1,aditivosforte.com,https://aditivosforte.com/all.html,3.00,50.0,false,false,
njta.com,0,njta.com,http://njta.com/,0.00,50.0,false,true,
egeszsegkalauz.hu,0,egeszsegkalauz.hu,http://egeszsegkalauz.hu/,7.06,50.0,false,true,
318bet17.com,0,318bet17.com,http://318bet17.com/,10.91,50.0,false,true,
https://assets.devdesenvolvimento.com.br/ionswebmail.login/,1,assets.devdesenvolvimento.com.br,https://assets.devdesenvolvimento.com.br/ionswebmail.login/,8.00,50.0,false,false,
elektra.ru,0,elektra.ru,http://elektra.ru/,0.00,50.0,false,true,
https://app.promocaododia.info/,1,app.promocaododia.info,https://app.promocaododia.info/,0.00,50.0,false,false,
https://florawales46.wixsite.com/arizona,1,florawales46.wixsite.com,https://florawales46.wixsite.com/arizona,3.53,50.0,false,false,
eumeworld.com,0,eumeworld.com,http://eumeworld.com/,0.00,50.0,false,true,
https://mypageofficemailcheck.myportfolio.com/,1,mypageofficemailcheck.myportfolio.com,https://mypageofficemailcheck.myportfolio.com/,3.00,50.0,false,false,
https://pub-979ede100f0c4e07867f4f81c1d13ec6.r2.dev/index.html,1,pub-979ede100f0c4e07867f4f81c1d13ec6.r2.dev,https://pub-979ede100f0c4e07867f4f81c1d13ec6.r2.dev/index.html,15.00,50.0,false,false,
https://sparkass-sidcheck4.web.app/,1,sparkass-sidcheck4.web.app,https://sparkass-sidcheck4.web.app/,15.00,50.0,false,false,
alphabet.pl,0,alphabet.pl,http://alphabet.pl/,0.00,50.0,false,true,
https://waxcomail.weebly.com/,1,waxcomail.weebly.com,https://waxcomail.weebly.com/,3.00,50.0,false,false,
kaboom.org,0,kaboom.org,http://kaboom.org/,0.00,50.0,false,true,
https://sms31-cledigitale.com/connexion,1,sms31-cledigitale.com,https://sms31-cledigitale.com/connexion,10.91,50.0,false,false,
https://pub-411c3b2f7aa84062822e3b0a2b1e2e50.r2.dev/masterfile.html,1,pub-411c3b2f7aa84062822e3b0a2b1e2e50.r2.dev,https://pub-411c3b2f7aa84062822e3b0a2b1e2e50.r2.dev/masterfile.html,15.00,50.0,false,false,
https://vnmvbnmvbnmuiyuiyu56756756.pages.dev/,1,vnmvbnmvbnmuiyuiyu56756756.pages.dev,https://vnmvbnmvbnmuiyuiyu56756756.pages.dev/,15.00,50.0,false,false,
rezim.ir,0,rezim.ir,,,50.0,,,"HTTPConnectionPool(host='localhost', port=8000): Read timed out. (read timeout=15)"
teamwish1.space,0,teamwish1.space,http://teamwish1.space/,7.06,50.0,false,true,
https://assistissuerequiedforupdagenow.hosted.phplist.com/lists/lt.php?tid=cE1RAlAGAw8ABh4CAQYEFQxWAwBJVgJVUBUDBFdSVgUJVVcFDFUeDgIBClBTBlYVWlECAUkAAgBUFQoFVwVMUAlUCghQC1RTUgEKHQBRVV0BVl5WSVIGUlcVBw4CU0wKXFNRHA1QVgQEV1BXBlRVAQ,1,assistissuerequiedforupdagenow.hosted.phplist.com,https://assistissuerequiedforupdagenow.hosted.phplist.com/lists/lt.php?tid=cE1RAlAGAw8ABh4CAQYEFQxWAwBJVgJVUBUDBFdSVgUJVVcFDFUeDgIBClBTBlYVWlECAUkAAgBUFQoFVwVMUAlUCghQC1RTUgEKHQBRVV0BVl5WSVIGUlcVBw4CU0wKXFNRHA1QVgQEV1BXBlRVAQ,5.00,50.0,false,false,
themwordmusicblog.co.uk,0,themwordmusicblog.co.uk,http://themwordmusicblog.co.uk/,0.00,50.0,false,true,
https://heartofiowamail.weebly.com/,1,heartofiowamail.weebly.com,https://heartofiowamail.weebly.com/,3.00,50.0,false,false,
proexe.com,0,proexe.com,http://proexe.com/,0.00,50.0,false,true,
https://bn1-cr.webcindario.com/,1,bn1-cr.webcindario.com,https://bn1-cr.webcindario.com/,9.00,50.0,false,false,
ispydiy.com,0,ispydiy.com,http://ispydiy.com/,0.00,50.0,false,true,
https://tar-nama.com,1,tar-nama.com,https://tar-nama.com/,4.29,50.0,false,false,
gpotato.com,0,gpotato.com,http://gpotato.com/,0.00,50.0,false,true,
https://bafkreicpmmdtqref4t6focjnafbh5wzgeqwly45getafjrod7hgeafplse.ipfs.dweb.link/,1,bafkreicpmmdtqref4t6focjnafbh5wzgeqwly45getafjrod7hgeafplse.ipfs.dweb.link,https://bafkreicpmmdtqref4t6focjnafbh5wzgeqwly45getafjrod7hgeafplse.ipfs.dweb.link/,5.00,50.0,false,false,
https://bafkreifukht4ibaqbacohtpqxssl3leejkowrimolxee3zkh47dxeitrve.ipfs.dweb.link/,1,bafkreifukht4ibaqbacohtpqxssl3leejkowrimolxee3zkh47dxeitrve.ipfs.dweb.link,https://bafkreifukht4ibaqbacohtpqxssl3leejkowrimolxee3zkh47dxeitrve.ipfs.dweb.link/,5.00,50.0,false,false,
kisofukushima-ski.com,0,kisofukushima-ski.com,http://kisofukushima-ski.com/,0.00,50.0,false,true,
goldenclix.com,0,goldenclix.com,http://goldenclix.com/,0.00,50.0,false,true,
https://emailkr.weebly.com/,1,emailkr.weebly.com,https://emailkr.weebly.com/,3.00,50.0,false,false,
https://alertadecuentas.webcindario.com/,1,alertadecuentas.webcindario.com,https://alertadecuentas.webcindario.com/,9.00,50.0,false,false,
ethique.com,0,ethique.com,http://ethique.com/,7.06,50.0,false,true,
https://bafkreibaossdgxhj2tynfhjvyvmvidbisas3wdde5palor5oa5vercu4j4.ipfs.dweb.link/,1,bafkreibaossdgxhj2tynfhjvyvmvidbisas3wdde5palor5oa5vercu4j4.ipfs.dweb.link,https://bafkreibaossdgxhj2tynfhjvyvmvidbisas3wdde5palor5oa5vercu4j4.ipfs.dweb.link/,5.00,50.0,false,false,
https://mcvpxrsxreqa.myfunnelish.com/bt,1,mcvpxrsxreqa.myfunnelish.com,https://mcvpxrsxreqa.myfunnelish.com/bt,0.00,50.0,false,false,
https://sp965047.sitebeat.crazydomains.com/,1,sp965047.sitebeat.crazydomains.com,https://sp965047.sitebeat.crazydomains.com/,0.00,50.0,false,false,
komplettbedrift.no,0,komplettbedrift.no,http://komplettbedrift.no/,0.00,50.0,false,true,
https://lineheightborder.web.app/,1,lineheightborder.web.app,https://lineheightborder.web.app/,15.00,50.0,false,false,
commonwealthcasualty.com,0,commonwealthcasualty.com,http://commonwealthcasualty.com/,0.00,50.0,false,true,
bc.support,0,bc.support,http://bc.support/,0.00,50.0,false,true,
godox.com,0,godox.com,http://godox.com/,7.06,50.0,false,true,
https://sistema-365-ec.webcindario.com/index.html,1,sistema-365-ec.webcindario.com,https://sistema-365-ec.webcindario.com/index.html,9.00,50.0,false,false,
https://servic-overhaul.start.page/,1,servic-overhaul.start.page,https://servic-overhaul.start.page/,15.00,50.0,false,false,
https://pub-8b5d025763dc430f9b12d777221d0254.r2.dev/AMEEEP9394.html,1,pub-8b5d025763dc430f9b12d777221d0254.r2.dev,https://pub-8b5d025763dc430f9b12d777221d0254.r2.dev/AMEEEP9394.html,21.43,50.0,false,false,
fancywin.win,0,fancywin.win,http://fancywin.win/,0.00,50.0,false,true,
opora.ru,0,opora.ru,http://opora.ru/,0.00,50.0,false,true,
https://slfcu-7e2f7.firebaseapp.com/,1,slfcu-7e2f7.firebaseapp.com,https://slfcu-7e2f7.firebaseapp.com/,3.53,50.0,false,false,
click1s.com,0,click1s.com,http://click1s.com/,0.00,50.0,false,true,
https://fr-shumy.web.app/,1,fr-shumy.web.app,https://fr-shumy.web.app/,15.00,50.0,false,false,
https://micro-105xp-joer896.weeblysite.com/,1,micro-105xp-joer896.weeblysite.com,https://micro-105xp-joer896.weeblysite.com/,4.29,50.0,false,false,
https://vitale-corps.com/,1,vitale-corps.com,https://vitale-corps.com/,21.43,50.0,false,false,
https://vfbgttytrcb.w3spaces.com/,1,vfbgttytrcb.w3spaces.com,https://vfbgttytrcb.w3spaces.com/,0.00,50.0,false,false,
https://new-document977.weebly.com/,1,new-document977.weebly.com,https://new-document977.weebly.com/,3.00,50.0,false,false,
akimboclub.com,0,akimboclub.com,http://akimboclub.com/,7.06,50.0,false,true,
http://allegrolokalnie.pl-oferta095152120.cfd/oferta/gitara-elektryczna-2006-ibanez-js-1000-black-pearl-made-in-japan,1,allegrolokalnie.pl-oferta095152120.cfd,http://allegrolokalnie.pl-oferta095152120.cfd/oferta/gitara-elektryczna-2006-ibanez-js-1000-black-pearl-made-in-japan,25.45,50.0,false,false,
http://www.ales.nysa.pl/media/ppq/,1,www.ales.nysa.pl,http://www.ales.nysa.pl/media/ppq/,0.00,50.0,false,false,
drlumbar.hu,0,drlumbar.hu,http://drlumbar.hu/,7.06,50.0,false,true,
elvetino.ch,0,elvetino.ch,http://elvetino.ch/,14.12,50.0,false,true,
https://videotronwebmai1.weebly.com/,1,videotronwebmai1.weebly.com,https://videotronwebmai1.weebly.com/,3.00,50.0,false,false,
https://jhugyfdxzsxfcgvhbjn.weebly.com/,1,jhugyfdxzsxfcgvhbjn.weebly.com,https://jhugyfdxzsxfcgvhbjn.weebly.com/,3.00,50.0,false,false,
https://threadandvelcrotfr.firebaseapp.com/,1,threadandvelcrotfr.firebaseapp.com,https://threadandvelcrotfr.firebaseapp.com/,3.53,50.0,false,false,
deck.lc,0,deck.lc,http://deck.lc/,0.00,50.0,false,true,
reamstories.com,0,reamstories.com,http://reamstories.com/,0.00,50.0,false,true,
worldbackupday.com,0,worldbackupday.com,http://worldbackupday.com/,0.00,50.0,false,true,
https://b74o64.webwave.dev/,1,b74o64.webwave.dev,https://b74o64.webwave.dev/,15.00,50.0,false,false,
arkansasethics.com,0,arkansasethics.com,http://arkansasethics.com/,0.00,50.0,false,true,
wellclicks.com,0,wellclicks.com,http://wellclicks.com/,0.00,50.0,false,true,
simplevoice.us,0,simplevoice.us,http://simplevoice.us/,7.06,50.0,false,true,
aboplaysedap.skin,0,aboplaysedap.skin,http://aboplaysedap.skin/,10.91,50.0,false,true,
https://iikimbra.weebly.com/,1,iikimbra.weebly.com,https://iikimbra.weebly.com/,3.00,50.0,false,false,
https://white-ar.com/?return_url=https://www.orange.fr/portail&_Authentication=ae68f129a67fe0bb72f5ec02f969219441d8fb20bfd56c010c04bb3db0a95db38b5b77a4f76beceee40978832cf2b4df631f24ef64bc8d37b47d5127,1,white-ar.com,https://white-ar.com/?_Authentication=ae68f129a67fe0bb72f5ec02f969219441d8fb20bfd56c010c04bb3db0a95db38b5b77a4f76beceee40978832cf2b4df631f24ef64bc8d37b47d5127&return_url=https%3A%2F%2Fwww.orange.fr%2Fportail,5.00,50.0,false,false,
vailresortscareers.com,0,vailresortscareers.com,http://vailresortscareers.com/,0.00,50.0,false,true,
asyawatch.com,0,asyawatch.com,http://asyawatch.com/,0.00,50.0,false,true,
https://pub-bf24647e843146a6a492b98bbb45b512.r2.dev/index.html,1,pub-bf24647e843146a6a492b98bbb45b512.r2.dev,https://pub-bf24647e843146a6a492b98bbb45b512.r2.dev/index.html,15.00,50.0,false,false,
hostprimer.com.br,0,hostprimer.com.br,http://hostprimer.com.br/,0.00,50.0,false,true,
elang212ion.com,0,elang212ion.com,http://elang212ion.com/,0.00,50.0,false,true,
https://webfhrhfsde.weebly.com/,1,webfhrhfsde.weebly.com,https://webfhrhfsde.weebly.com/,3.00,50.0,false,false,
nevalink.net,0,nevalink.net,http://nevalink.net/,0.00,50.0,false,true,
ces.com.mt,0,ces.com.mt,http://ces.com.mt/,0.00,50.0,false,true,
grupounibra.com,0,grupounibra.com,http://grupounibra.com/,0.00,50.0,false,true,
https://remarkable-blackberry-763894.framer.app/,1,remarkable-blackberry-763894.framer.app,https://remarkable-blackberry-763894.framer.app/,21.43,50.0,false,false,
pik-potsdam.de,0,pik-potsdam.de,http://pik-potsdam.de/,14.12,50.0,false,true,
https://vgf667dd.web.app/lm.html,1,vgf667dd.web.app,https://vgf667dd.web.app/lm.html,15.00,50.0,false,false,
https://fghf67hthtt.weebly.com/,1,fghf67hthtt.weebly.com,https://fghf67hthtt.weebly.com/,4.29,50.0,false,false,
eis.gov.lv,0,eis.gov.lv,http://eis.gov.lv/,14.12,50.0,false,true,
https://hafalmanaba.blogspot.com/,1,hafalmanaba.blogspot.com,https://hafalmanaba.blogspot.com/,3.53,50.0,false,false,
samaylive.com,0,samaylive.com,http://samaylive.com/,0.00,50.0,false,true,
https://saga.so/4615d028-117e-49ee-936e-084c449a2a98,1,saga.so,https://saga.so/4615d028-117e-49ee-936e-084c449a2a98,3.00,50.0,false,false,
addison-update.de,0,addison-update.de,http://addison-update.de/,21.82,50.0,false,true,
https://allthingskenton.com/asp/docusign-envelope-security-verification/,1,allthingskenton.com,https://allthingskenton.com/asp/docusign-envelope-security-verification/,0.00,50.0,false,false,
streamypros.com,0,streamypros.com,http://streamypros.com/,0.00,50.0,false,true,
mspbots.ai,0,mspbots.ai,http://mspbots.ai/,0.00,50.0,false,true,
https://vpostelerc.firebaseapp.com/,1,vpostelerc.firebaseapp.com,https://vpostelerc.firebaseapp.com/,3.53,50.0,false,false,
rdimarketing.com,0,rdimarketing.com,http://rdimarketing.com/,0.00,50.0,false,true,
milian.ai,0,milian.ai,http://milian.ai/,10.91,50.0,false,true,
csio.res.in,0,csio.res.in,http://csio.res.in/,0.00,50.0,false,true,
7777125.xyz,0,7777125.xyz,http://7777125.xyz/,0.00,50.0,false,true,
https://iccu-ie.firebaseapp.com/,1,iccu-ie.firebaseapp.com,https://iccu-ie.firebaseapp.com/,3.53,50.0,false,false,
named.net,0,named.net,http://named.net/,0.00,50.0,false,true,
https://attonlineverification1.weebly.com/,1,attonlineverification1.weebly.com,https://attonlineverification1.weebly.com/,3.00,50.0,false,false,
pixel-crm.net,0,pixel-crm.net,http://pixel-crm.net/,0.00,50.0,false,true,
huk24.de,0,huk24.de,http://huk24.de/,14.12,50.0,false,true,
avz-center.ru,0,avz-center.ru,http://avz-center.ru/,0.00,50.0,false,true,
clinicaloptions.com,0,clinicaloptions.com,http://clinicaloptions.com/,7.06,50.0,false,true,
https://smartsolhubnet.pages.dev/,1,smartsolhubnet.pages.dev,https://smartsolhubnet.pages.dev/,21.43,50.0,false,false,
vixensfetishtheater.com,0,vixensfetishtheater.com,http://vixensfetishtheater.com/,0.00,50.0,false,true,
https://wpcuwright1.weebly.com/,1,wpcuwright1.weebly.com,https://wpcuwright1.weebly.com/,4.29,50.0,false,false,
105ikb.com,0,105ikb.com,http://105ikb.com/,7.06,50.0,false,true,
https://letfinishthisonceagain.weebly.com/,1,letfinishthisonceagain.weebly.com,https://letfinishthisonceagain.weebly.com/,3.00,50.0,false,false,
comparetwolists.com,0,comparetwolists.com,http://comparetwolists.com/,0.00,50.0,false,true,
hitv.ltd,0,hitv.ltd,http://hitv.ltd/,0.00,50.0,false,true,
sparkasse-am-niederrhein.de,0,sparkasse-am-niederrhein.de,http://sparkasse-am-niederrhein.de/,14.12,50.0,false,true,
https://hjkl-db1e5.web.app/,1,hjkl-db1e5.web.app,https://hjkl-db1e5.web.app/,15.00,50.0,false,false,
ulife.com.br,0,ulife.com.br,http://ulife.com.br/,0.00,50.0,false,true,
https://app.formly.so/f/i8ujwt,1,app.formly.so,https://app.formly.so/f/i8ujwt,3.00,50.0,false,false,
http://ukcoiinbseprolozisg.godaddysites.com,1,ukcoiinbseprolozisg.godaddysites.com,http://ukcoiinbseprolozisg.godaddysites.com/,0.00,50.0,false,false,
https://produbanec.webcindario.com/,1,produbanec.webcindario.com,https://produbanec.webcindario.com/,9.00,50.0,false,false,
mobile-promotion.com,0,mobile-promotion.com,http://mobile-promotion.com/,0.00,50.0,false,true,
https://pub-8e63259eff0b4937a0774c5beb36fae6.r2.dev/mistamandy71upda.html,1,pub-8e63259eff0b4937a0774c5beb36fae6.r2.dev,https://pub-8e63259eff0b4937a0774c5beb36fae6.r2.dev/mistamandy71upda.html,15.00,50.0,false,false,
hatchvault.co.uk,0,hatchvault.co.uk,http://hatchvault.co.uk/,0.00,50.0,false,true,
https://arvigmaii404.weebly.com/,1,arvigmaii404.weebly.com,https://arvigmaii404.weebly.com/,3.00,50.0,false,false,
li9a17-progalaxi.lat,0,li9a17-progalaxi.lat,http://li9a17-progalaxi.lat/,7.06,50.0,false,true,
samgarage.in,0,samgarage.in,http://samgarage.in/,0.00,50.0,false,true,
lie.net,0,lie.net,http://lie.net/,0.00,50.0,false,true,
https://app-convergepay.co.com/,1,app-convergepay.co.com,https://app-convergepay.co.com/,0.00,50.0,false,false,
registroarchimede.it,0,registroarchimede.it,http://registroarchimede.it/,0.00,50.0,false,true,
greendotonline.com,0,greendotonline.com,http://greendotonline.com/,0.00,50.0,false,true,
hi-precision.com.ph,0,hi-precision.com.ph,http://hi-precision.com.ph/,0.00,50.0,false,true,
https://caseid100589734589347589435.firebaseapp.com/,1,caseid100589734589347589435.firebaseapp.com,https://caseid100589734589347589435.firebaseapp.com/,3.53,50.0,false,false,
luxeadventuretraveler.com,0,luxeadventuretraveler.com,http://luxeadventuretraveler.com/,0.00,50.0,false,true,
https://rfhba.com/bill-new/,1,rfhba.com,https://rfhba.com/bill-new/,3.00,50.0,false,false,
https://customer-iam-297e8.firebaseapp.com/,1,customer-iam-297e8.firebaseapp.com,https://customer-iam-297e8.firebaseapp.com/,10.59,50.0,false,false,
https://dayspringadmissions.firebaseapp.com/,1,dayspringadmissions.firebaseapp.com,https://dayspringadmissions.firebaseapp.com/,3.53,50.0,false,false,
lodephomnayvip.com,0,lodephomnayvip.com,http://lodephomnayvip.com/,0.00,50.0,false,true,
radiostudio107milano.it,0,radiostudio107milano.it,http://radiostudio107milano.it/,0.00,50.0,false,true,
lebronjames.com,0,lebronjames.com,http://lebronjames.com/,0.00,50.0,false,true,
1xbet-zuhd.top,0,1xbet-zuhd.top,http://1xbet-zuhd.top/,10.91,50.0,false,true,
https://httpshttpshttpshttpshttpshttpshttpshttpshttpshttpssporty.weebly.com/,1,httpshttpshttpshttpshttpshttpshttpshttpshttpshttpssporty.weebly.com,https://httpshttpshttpshttpshttpshttpshttpshttpshttpshttpssporty.weebly.com/,3.00,50.0,false,false,
https://forms.app/form/6671211344ef84f12e915747,1,forms.app,https://forms.app/form/6671211344ef84f12e915747,15.00,50.0,false,false,
https://warning-acounts.start.page/,1,warning-acounts.start.page,https://warning-acounts.start.page/,15.00,50.0,false,false,
https://dorothypandorasbox.wixsite.com/my-site-1,1,dorothypandorasbox.wixsite.com,https://dorothypandorasbox.wixsite.com/my-site-1,3.53,50.0,false,false,
rehikon.fi,0,rehikon.fi,http://rehikon.fi/,0.00,50.0,false,true,
procor.be,0,procor.be,http://procor.be/,0.00,50.0,false,true,
https://notedefraisbist.web.app/,1,notedefraisbist.web.app,https://notedefraisbist.web.app/,15.00,50.0,false,false,
greekhost.gr,0,greekhost.gr,http://greekhost.gr/,0.00,50.0,false,true,
https://lbpproseanhs.web.app/,1,lbpproseanhs.web.app,https://lbpproseanhs.web.app/,15.00,50.0,false,false,
https://dappswalletsnode.web.app/,1,dappswalletsnode.web.app,https://dappswalletsnode.web.app/,15.00,50.0,false,false,
https://homepage-teach.ghost.io/desktop/,1,homepage-teach.ghost.io,https://homepage-teach.ghost.io/desktop/,4.29,50.0,false,false,
https://bafkreifzndah5r4hq5gvrzetwaaavn5zy6xdf7gw6ssp4uddfh5vme5l3e.ipfs.dweb.link/,1,bafkreifzndah5r4hq5gvrzetwaaavn5zy6xdf7gw6ssp4uddfh5vme5l3e.ipfs.dweb.link,https://bafkreifzndah5r4hq5gvrzetwaaavn5zy6xdf7gw6ssp4uddfh5vme5l3e.ipfs.dweb.link/,5.00,50.0,false,false,
https://storage-uuu-45t45aa.sfo3.digitaloceanspaces.com/cloud_billing_v6z.html?,1,storage-uuu-45t45aa.sfo3.digitaloceanspaces.com,https://storage-uuu-45t45aa.sfo3.digitaloceanspaces.com/cloud_billing_v6z.html,0.00,50.0,false,false,
https://www.aseguratuvida360.com/1/2/cardifseguritycolombia.php,1,www.aseguratuvida360.com,https://www.aseguratuvida360.com/1/2/cardifseguritycolombia.php,0.00,50.0,false,false,
